Region/Country/Area,,Year,Series,Value
56,Belgium,2019,Emissions (thousand metric tons of carbon dioxide),"87,532"
56,Belgium,2020,Emissions (thousand metric tons of carbon dioxide),"79,263"
56,Belgium,2021,Emissions (thousand metric tons of carbon dioxide),"82,983"
56,Belgium,1975,Emissions per capita (Kilograms of carbon dioxide),12.2
56,Belgium,1985,Emissions per capita (Kilograms of carbon dioxide),10.5
56,Belgium,2005,Emissions per capita (Kilograms of carbon dioxide),9.9
56,Belgium,2010,Emissions per capita (Kilograms of carbon dioxide),9.5
56,Belgium,2015,Emissions per capita (Kilograms of carbon dioxide),8
56,Belgium,2019,Emissions per capita (Kilograms of carbon dioxide),7.6
56,Belgium,2020,Emissions per capita (Kilograms of carbon dioxide),6.9
56,Belgium,2021,Emissions per capita (Kilograms of carbon dioxide),7.1
84,Belize,1975,Emissions (thousand metric tons of carbon dioxide),179
84,Belize,1985,Emissions (thousand metric tons of carbon dioxide),194
84,Belize,2005,Emissions (thousand metric tons of carbon dioxide),427
84,Belize,2010,Emissions (thousand metric tons of carbon dioxide),545
84,Belize,2015,Emissions (thousand metric tons of carbon dioxide),656
84,Belize,2019,Emissions (thousand metric tons of carbon dioxide),719
84,Belize,2020,Emissions (thousand metric tons of carbon dioxide),587
84,Belize,2021,Emissions (thousand metric tons of carbon dioxide),615
84,Belize,1975,Emissions per capita (Kilograms of carbon dioxide),1.3
84,Belize,1985,Emissions per capita (Kilograms of carbon dioxide),1.2
84,Belize,2005,Emissions per capita (Kilograms of carbon dioxide),1.5
84,Belize,2010,Emissions per capita (Kilograms of carbon dioxide),1.7
84,Belize,2015,Emissions per capita (Kilograms of carbon dioxide),1.8
84,Belize,2019,Emissions per capita (Kilograms of carbon dioxide),1.8
84,Belize,2020,Emissions per capita (Kilograms of carbon dioxide),1.5
84,Belize,2021,Emissions per capita (Kilograms of carbon dioxide),1.5
204,Benin,1975,Emissions (thousand metric tons of carbon dioxide),457
204,Benin,1985,Emissions (thousand metric tons of carbon dioxide),605
204,Benin,2005,Emissions (thousand metric tons of carbon dioxide),"2,301"
204,Benin,2010,Emissions (thousand metric tons of carbon dioxide),"4,522"
204,Benin,2015,Emissions (thousand metric tons of carbon dioxide),"5,207"
204,Benin,2019,Emissions (thousand metric tons of carbon dioxide),"4,940"
204,Benin,2020,Emissions (thousand metric tons of carbon dioxide),"5,198"
204,Benin,2021,Emissions (thousand metric tons of carbon dioxide),"5,434"
204,Benin,1975,Emissions per capita (Kilograms of carbon dioxide),0.1
204,Benin,1985,Emissions per capita (Kilograms of carbon dioxide),0.1
204,Benin,2005,Emissions per capita (Kilograms of carbon dioxide),0.3
204,Benin,2010,Emissions per capita (Kilograms of carbon dioxide),0.5
204,Benin,2015,Emissions per capita (Kilograms of carbon dioxide),0.5
204,Benin,2019,Emissions per capita (Kilograms of carbon dioxide),0.4
204,Benin,2020,Emissions per capita (Kilograms of carbon dioxide),0.4
204,Benin,2021,Emissions per capita (Kilograms of carbon dioxide),0.4
60,Bermuda,1975,Emissions (thousand metric tons of carbon dioxide),473
60,Bermuda,1985,Emissions (thousand metric tons of carbon dioxide),463
60,Bermuda,2005,Emissions (thousand metric tons of carbon dioxide),592
60,Bermuda,2010,Emissions (thousand metric tons of carbon dioxide),616
60,Bermuda,2015,Emissions (thousand metric tons of carbon dioxide),553
60,Bermuda,2019,Emissions (thousand metric tons of carbon dioxide),604
60,Bermuda,2020,Emissions (thousand metric tons of carbon dioxide),444
60,Bermuda,2021,Emissions (thousand metric tons of carbon dioxide),526
60,Bermuda,1975,Emissions per capita (Kilograms of carbon dioxide),8.7
60,Bermuda,1985,Emissions per capita (Kilograms of carbon dioxide),8
60,Bermuda,2005,Emissions per capita (Kilograms of carbon dioxide),9.4
60,Bermuda,2010,Emissions per capita (Kilograms of carbon dioxide),9.7
60,Bermuda,2015,Emissions per capita (Kilograms of carbon dioxide),8.8
60,Bermuda,2019,Emissions per capita (Kilograms of carbon dioxide),9.5
60,Bermuda,2020,Emissions per capita (Kilograms of carbon dioxide),6.9
60,Bermuda,2021,Emissions per capita (Kilograms of carbon dioxide),8.2
64,Bhutan,1975,Emissions (thousand metric tons of carbon dioxide),3
64,Bhutan,1985,Emissions (thousand metric tons of carbon dioxide),63
64,Bhutan,2005,Emissions (thousand metric tons of carbon dioxide),469
64,Bhutan,2010,Emissions (thousand metric tons of carbon dioxide),819
64,Bhutan,2015,Emissions (thousand metric tons of carbon dioxide),"1,100"
64,Bhutan,2019,Emissions (thousand metric tons of carbon dioxide),"1,154"
64,Bhutan,2020,Emissions (thousand metric tons of carbon dioxide),946
64,Bhutan,2021,Emissions (thousand metric tons of carbon dioxide),"1,193"
64,Bhutan,1975,Emissions per capita (Kilograms of carbon dioxide),0
64,Bhutan,1985,Emissions per capita (Kilograms of carbon dioxide),0.1
64,Bhutan,2005,Emissions per capita (Kilograms of carbon dioxide),0.7
64,Bhutan,2010,Emissions per capita (Kilograms of carbon dioxide),1.2
64,Bhutan,2015,Emissions per capita (Kilograms of carbon dioxide),1.5
64,Bhutan,2019,Emissions per capita (Kilograms of carbon dioxide),1.5
64,Bhutan,2020,Emissions per capita (Kilograms of carbon dioxide),1.2
64,Bhutan,2021,Emissions per capita (Kilograms of carbon dioxide),1.5
68,Bolivia (Plurin. State of),1975,Emissions (thousand metric tons of carbon dioxide),"3,152"
68,Bolivia (Plurin. State of),1985,Emissions (thousand metric tons of carbon dioxide),"3,563"
68,Bolivia (Plurin. State of),2005,Emissions (thousand metric tons of carbon dioxide),"11,610"
68,Bolivia (Plurin. State of),2010,Emissions (thousand metric tons of carbon dioxide),"13,788"
68,Bolivia (Plurin. State of),2015,Emissions (thousand metric tons of carbon dioxide),"18,640"
68,Bolivia (Plurin. State of),2019,Emissions (thousand metric tons of carbon dioxide),"20,588"
68,Bolivia (Plurin. State of),2020,Emissions (thousand metric tons of carbon dioxide),"17,014"
68,Bolivia (Plurin. State of),2021,Emissions (thousand metric tons of carbon dioxide),"20,127"
68,Bolivia (Plurin. State of),1975,Emissions per capita (Kilograms of carbon dioxide),0.7
68,Bolivia (Plurin. State of),1985,Emissions per capita (Kilograms of carbon dioxide),0.6
68,Bolivia (Plurin. State of),2005,Emissions per capita (Kilograms of carbon dioxide),1.2
68,Bolivia (Plurin. State of),2010,Emissions per capita (Kilograms of carbon dioxide),1.3
68,Bolivia (Plurin. State of),2015,Emissions per capita (Kilograms of carbon dioxide),1.7
68,Bolivia (Plurin. State of),2019,Emissions per capita (Kilograms of carbon dioxide),1.7
68,Bolivia (Plurin. State of),2020,Emissions per capita (Kilograms of carbon dioxide),1.4
68,Bolivia (Plurin. State of),2021,Emissions per capita (Kilograms of carbon dioxide),1.7
535,"Bonaire, St. Eustatius & Saba",2015,Emissions (thousand metric tons of carbon dioxide),96
535,"Bonaire, St. Eustatius & Saba",2019,Emissions (thousand metric tons of carbon dioxide),112
535,"Bonaire, St. Eustatius & Saba",2020,Emissions (thousand metric tons of carbon dioxide),115
535,"Bonaire, St. Eustatius & Saba",2021,Emissions (thousand metric tons of carbon dioxide),113
535,"Bonaire, St. Eustatius & Saba",2015,Emissions per capita (Kilograms of carbon dioxide),4.1
535,"Bonaire, St. Eustatius & Saba",2019,Emissions per capita (Kilograms of carbon dioxide),4.4
535,"Bonaire, St. Eustatius & Saba",2020,Emissions per capita (Kilograms of carbon dioxide),4.4
535,"Bonaire, St. Eustatius & Saba",2021,Emissions per capita (Kilograms of carbon dioxide),4.2
70,Bosnia and Herzegovina,2005,Emissions (thousand metric tons of carbon dioxide),"15,865"
70,Bosnia and Herzegovina,2010,Emissions (thousand metric tons of carbon dioxide),"21,376"
70,Bosnia and Herzegovina,2015,Emissions (thousand metric tons of carbon dioxide),"18,672"
70,Bosnia and Herzegovina,2019,Emissions (thousand metric tons of carbon dioxide),"21,061"
70,Bosnia and Herzegovina,2020,Emissions (thousand metric tons of carbon dioxide),"21,131"
70,Bosnia and Herzegovina,2021,Emissions (thousand metric tons of carbon dioxide),"21,554"
70,Bosnia and Herzegovina,2005,Emissions per capita (Kilograms of carbon dioxide),3.9
70,Bosnia and Herzegovina,2010,Emissions per capita (Kilograms of carbon dioxide),5.6
70,Bosnia and Herzegovina,2015,Emissions per capita (Kilograms of carbon dioxide),5.3
70,Bosnia and Herzegovina,2019,Emissions per capita (Kilograms of carbon dioxide),6.3
70,Bosnia and Herzegovina,2020,Emissions per capita (Kilograms of carbon dioxide),6.4
70,Bosnia and Herzegovina,2021,Emissions per capita (Kilograms of carbon dioxide),6.6
72,Botswana,1975,Emissions (thousand metric tons of carbon dioxide),173
72,Botswana,1985,Emissions (thousand metric tons of carbon dioxide),"1,067"
72,Botswana,2005,Emissions (thousand metric tons of carbon dioxide),"4,224"
72,Botswana,2010,Emissions (thousand metric tons of carbon dioxide),"4,572"
72,Botswana,2015,Emissions (thousand metric tons of carbon dioxide),"5,603"
72,Botswana,2019,Emissions (thousand metric tons of carbon dioxide),"6,956"
72,Botswana,2020,Emissions (thousand metric tons of carbon dioxide),"5,737"
72,Botswana,2021,Emissions (thousand metric tons of carbon dioxide),"6,206"
72,Botswana,1975,Emissions per capita (Kilograms of carbon dioxide),0.2
72,Botswana,1985,Emissions per capita (Kilograms of carbon dioxide),0.9
72,Botswana,2005,Emissions per capita (Kilograms of carbon dioxide),2.2
72,Botswana,2010,Emissions per capita (Kilograms of carbon dioxide),2.2
72,Botswana,2015,Emissions per capita (Kilograms of carbon dioxide),2.4
72,Botswana,2019,Emissions per capita (Kilograms of carbon dioxide),2.8
72,Botswana,2020,Emissions per capita (Kilograms of carbon dioxide),2.3
72,Botswana,2021,Emissions per capita (Kilograms of carbon dioxide),2.4
76,Brazil,1975,Emissions (thousand metric tons of carbon dioxide),"143,130"
76,Brazil,1985,Emissions (thousand metric tons of carbon dioxide),"167,958"
76,Brazil,2005,Emissions (thousand metric tons of carbon dioxide),"318,761"
76,Brazil,2010,Emissions (thousand metric tons of carbon dioxide),"380,602"
76,Brazil,2015,Emissions (thousand metric tons of carbon dioxide),"463,474"
76,Brazil,2019,Emissions (thousand metric tons of carbon dioxide),"416,307"
76,Brazil,2020,Emissions (thousand metric tons of carbon dioxide),"393,248"
76,Brazil,2021,Emissions (thousand metric tons of carbon dioxide),"446,786"
76,Brazil,1975,Emissions per capita (Kilograms of carbon dioxide),1.3
76,Brazil,1985,Emissions per capita (Kilograms of carbon dioxide),1.2
76,Brazil,2005,Emissions per capita (Kilograms of carbon dioxide),1.7
76,Brazil,2010,Emissions per capita (Kilograms of carbon dioxide),1.9
76,Brazil,2015,Emissions per capita (Kilograms of carbon dioxide),2.3
76,Brazil,2019,Emissions per capita (Kilograms of carbon dioxide),2
76,Brazil,2020,Emissions per capita (Kilograms of carbon dioxide),1.8
76,Brazil,2021,Emissions per capita (Kilograms of carbon dioxide),2.1
92,British Virgin Islands,1975,Emissions (thousand metric tons of carbon dioxide),25
92,British Virgin Islands,1985,Emissions (thousand metric tons of carbon dioxide),51
92,British Virgin Islands,2005,Emissions (thousand metric tons of carbon dioxide),171
92,British Virgin Islands,2010,Emissions (thousand metric tons of carbon dioxide),217
92,British Virgin Islands,2015,Emissions (thousand metric tons of carbon dioxide),232
92,British Virgin Islands,2019,Emissions (thousand metric tons of carbon dioxide),187
92,British Virgin Islands,2020,Emissions (thousand metric tons of carbon dioxide),184
92,British Virgin Islands,2021,Emissions (thousand metric tons of carbon dioxide),187
92,British Virgin Islands,1975,Emissions per capita (Kilograms of carbon dioxide),2.4
92,British Virgin Islands,1985,Emissions per capita (Kilograms of carbon dioxide),3.8
92,British Virgin Islands,2005,Emissions per capita (Kilograms of carbon dioxide),7.3
92,British Virgin Islands,2010,Emissions per capita (Kilograms of carbon dioxide),7.9
92,British Virgin Islands,2015,Emissions per capita (Kilograms of carbon dioxide),7.9
92,British Virgin Islands,2019,Emissions per capita (Kilograms of carbon dioxide),6.1
92,British Virgin Islands,2020,Emissions per capita (Kilograms of carbon dioxide),5.9
92,British Virgin Islands,2021,Emissions per capita (Kilograms of carbon dioxide),6
96,Brunei Darussalam,1975,Emissions (thousand metric tons of carbon dioxide),"1,782"
96,Brunei Darussalam,1985,Emissions (thousand metric tons of carbon dioxide),"2,389"
96,Brunei Darussalam,2005,Emissions (thousand metric tons of carbon dioxide),"5,261"
96,Brunei Darussalam,2010,Emissions (thousand metric tons of carbon dioxide),"6,804"
96,Brunei Darussalam,2015,Emissions (thousand metric tons of carbon dioxide),"5,838"
96,Brunei Darussalam,2019,Emissions (thousand metric tons of carbon dioxide),"9,284"
96,Brunei Darussalam,2020,Emissions (thousand metric tons of carbon dioxide),"10,076"
96,Brunei Darussalam,2021,Emissions (thousand metric tons of carbon dioxide),"10,727"
96,Brunei Darussalam,1975,Emissions per capita (Kilograms of carbon dioxide),11.4
96,Brunei Darussalam,1985,Emissions per capita (Kilograms of carbon dioxide),10.9
96,Brunei Darussalam,2005,Emissions per capita (Kilograms of carbon dioxide),14.3
96,Brunei Darussalam,2010,Emissions per capita (Kilograms of carbon dioxide),17.2
96,Brunei Darussalam,2015,Emissions per capita (Kilograms of carbon dioxide),13.9
96,Brunei Darussalam,2019,Emissions per capita (Kilograms of carbon dioxide),21.2
96,Brunei Darussalam,2020,Emissions per capita (Kilograms of carbon dioxide),22.8
96,Brunei Darussalam,2021,Emissions per capita (Kilograms of carbon dioxide),24.1
100,Bulgaria,1975,Emissions (thousand metric tons of carbon dioxide),"72,847"
100,Bulgaria,1985,Emissions (thousand metric tons of carbon dioxide),"89,456"
100,Bulgaria,2005,Emissions (thousand metric tons of carbon dioxide),"46,788"
100,Bulgaria,2010,Emissions (thousand metric tons of carbon dioxide),"43,917"
100,Bulgaria,2015,Emissions (thousand metric tons of carbon dioxide),"44,337"
100,Bulgaria,2019,Emissions (thousand metric tons of carbon dioxide),"39,898"
100,Bulgaria,2020,Emissions (thousand metric tons of carbon dioxide),"34,898"
100,Bulgaria,2021,Emissions (thousand metric tons of carbon dioxide),"40,444"
100,Bulgaria,1975,Emissions per capita (Kilograms of carbon dioxide),8.4
100,Bulgaria,1985,Emissions per capita (Kilograms of carbon dioxide),10
100,Bulgaria,2005,Emissions per capita (Kilograms of carbon dioxide),6
100,Bulgaria,2010,Emissions per capita (Kilograms of carbon dioxide),5.8
100,Bulgaria,2015,Emissions per capita (Kilograms of carbon dioxide),6.1
100,Bulgaria,2019,Emissions per capita (Kilograms of carbon dioxide),5.7
100,Bulgaria,2020,Emissions per capita (Kilograms of carbon dioxide),5
100,Bulgaria,2021,Emissions per capita (Kilograms of carbon dioxide),5.9
854,Burkina Faso,1975,Emissions (thousand metric tons of carbon dioxide),226
854,Burkina Faso,1985,Emissions (thousand metric tons of carbon dioxide),484
854,Burkina Faso,2005,Emissions (thousand metric tons of carbon dioxide),"1,118"
854,Burkina Faso,2010,Emissions (thousand metric tons of carbon dioxide),"1,778"
854,Burkina Faso,2015,Emissions (thousand metric tons of carbon dioxide),"3,263"
854,Burkina Faso,2019,Emissions (thousand metric tons of carbon dioxide),"4,626"
854,Burkina Faso,2020,Emissions (thousand metric tons of carbon dioxide),"4,597"
854,Burkina Faso,2021,Emissions (thousand metric tons of carbon dioxide),"5,185"
854,Burkina Faso,1975,Emissions per capita (Kilograms of carbon dioxide),0
854,Burkina Faso,1985,Emissions per capita (Kilograms of carbon dioxide),0.1
854,Burkina Faso,2005,Emissions per capita (Kilograms of carbon dioxide),0.1
