Region/Country/Area,,Year,Series,Value
442,Luxembourg,1975,Emissions (thousand metric tons of carbon dioxide),"13,332"
442,Luxembourg,1985,Emissions (thousand metric tons of carbon dioxide),"10,003"
442,Luxembourg,2005,Emissions (thousand metric tons of carbon dioxide),"11,504"
442,Luxembourg,2010,Emissions (thousand metric tons of carbon dioxide),"10,633"
442,Luxembourg,2015,Emissions (thousand metric tons of carbon dioxide),"8,742"
442,Luxembourg,2019,Emissions (thousand metric tons of carbon dioxide),"9,077"
442,Luxembourg,2020,Emissions (thousand metric tons of carbon dioxide),"7,375"
442,Luxembourg,2021,Emissions (thousand metric tons of carbon dioxide),"7,800"
442,Luxembourg,1975,Emissions per capita (Kilograms of carbon dioxide),37.1
442,Luxembourg,1985,Emissions per capita (Kilograms of carbon dioxide),27.3
442,Luxembourg,2005,Emissions per capita (Kilograms of carbon dioxide),24.7
442,Luxembourg,2010,Emissions per capita (Kilograms of carbon dioxide),21
442,Luxembourg,2015,Emissions per capita (Kilograms of carbon dioxide),15.4
442,Luxembourg,2019,Emissions per capita (Kilograms of carbon dioxide),14.6
442,Luxembourg,2020,Emissions per capita (Kilograms of carbon dioxide),11.7
442,Luxembourg,2021,Emissions per capita (Kilograms of carbon dioxide),12.2
450,Madagascar,1975,Emissions (thousand metric tons of carbon dioxide),"1,668"
450,Madagascar,1985,Emissions (thousand metric tons of carbon dioxide),"1,049"
450,Madagascar,2005,Emissions (thousand metric tons of carbon dioxide),"1,727"
450,Madagascar,2010,Emissions (thousand metric tons of carbon dioxide),"1,851"
450,Madagascar,2015,Emissions (thousand metric tons of carbon dioxide),"3,170"
450,Madagascar,2019,Emissions (thousand metric tons of carbon dioxide),"4,243"
450,Madagascar,2020,Emissions (thousand metric tons of carbon dioxide),"3,907"
450,Madagascar,2021,Emissions (thousand metric tons of carbon dioxide),"4,392"
450,Madagascar,1975,Emissions per capita (Kilograms of carbon dioxide),0.2
450,Madagascar,1985,Emissions per capita (Kilograms of carbon dioxide),0.1
450,Madagascar,2005,Emissions per capita (Kilograms of carbon dioxide),0.1
450,Madagascar,2010,Emissions per capita (Kilograms of carbon dioxide),0.1
450,Madagascar,2015,Emissions per capita (Kilograms of carbon dioxide),0.1
450,Madagascar,2019,Emissions per capita (Kilograms of carbon dioxide),0.2
450,Madagascar,2020,Emissions per capita (Kilograms of carbon dioxide),0.1
450,Madagascar,2021,Emissions per capita (Kilograms of carbon dioxide),0.2
454,Malawi,1975,Emissions (thousand metric tons of carbon dioxide),522
454,Malawi,1985,Emissions (thousand metric tons of carbon dioxide),521
454,Malawi,2005,Emissions (thousand metric tons of carbon dioxide),840
454,Malawi,2010,Emissions (thousand metric tons of carbon dioxide),964
454,Malawi,2015,Emissions (thousand metric tons of carbon dioxide),"1,009"
454,Malawi,2019,Emissions (thousand metric tons of carbon dioxide),"1,625"
454,Malawi,2020,Emissions (thousand metric tons of carbon dioxide),"1,532"
454,Malawi,2021,Emissions (thousand metric tons of carbon dioxide),"1,595"
454,Malawi,1975,Emissions per capita (Kilograms of carbon dioxide),0.1
454,Malawi,1985,Emissions per capita (Kilograms of carbon dioxide),0.1
454,Malawi,2005,Emissions per capita (Kilograms of carbon dioxide),0.1
454,Malawi,2010,Emissions per capita (Kilograms of carbon dioxide),0.1
454,Malawi,2015,Emissions per capita (Kilograms of carbon dioxide),0.1
454,Malawi,2019,Emissions per capita (Kilograms of carbon dioxide),0.1
454,Malawi,2020,Emissions per capita (Kilograms of carbon dioxide),0.1
454,Malawi,2021,Emissions per capita (Kilograms of carbon dioxide),0.1
458,Malaysia,1975,Emissions (thousand metric tons of carbon dioxide),"16,030"
458,Malaysia,1985,Emissions (thousand metric tons of carbon dioxide),"32,243"
458,Malaysia,2005,Emissions (thousand metric tons of carbon dioxide),"158,400"
458,Malaysia,2010,Emissions (thousand metric tons of carbon dioxide),"185,672"
458,Malaysia,2015,Emissions (thousand metric tons of carbon dioxide),"214,007"
458,Malaysia,2019,Emissions (thousand metric tons of carbon dioxide),"242,976"
458,Malaysia,2020,Emissions (thousand metric tons of carbon dioxide),"227,332"
458,Malaysia,2021,Emissions (thousand metric tons of carbon dioxide),"241,010"
458,Malaysia,1975,Emissions per capita (Kilograms of carbon dioxide),1.3
458,Malaysia,1985,Emissions per capita (Kilograms of carbon dioxide),2
458,Malaysia,2005,Emissions per capita (Kilograms of carbon dioxide),6.1
458,Malaysia,2010,Emissions per capita (Kilograms of carbon dioxide),6.5
458,Malaysia,2015,Emissions per capita (Kilograms of carbon dioxide),6.9
458,Malaysia,2019,Emissions per capita (Kilograms of carbon dioxide),7.4
458,Malaysia,2020,Emissions per capita (Kilograms of carbon dioxide),6.8
458,Malaysia,2021,Emissions per capita (Kilograms of carbon dioxide),7.2
462,Maldives,1975,Emissions (thousand metric tons of carbon dioxide),6
462,Maldives,1985,Emissions (thousand metric tons of carbon dioxide),67
462,Maldives,2005,Emissions (thousand metric tons of carbon dioxide),622
462,Maldives,2010,Emissions (thousand metric tons of carbon dioxide),962
462,Maldives,2015,Emissions (thousand metric tons of carbon dioxide),"1,324"
462,Maldives,2019,Emissions (thousand metric tons of carbon dioxide),"2,059"
462,Maldives,2020,Emissions (thousand metric tons of carbon dioxide),"1,734"
462,Maldives,2021,Emissions (thousand metric tons of carbon dioxide),"2,033"
462,Maldives,1975,Emissions per capita (Kilograms of carbon dioxide),0
462,Maldives,1985,Emissions per capita (Kilograms of carbon dioxide),0.4
462,Maldives,2005,Emissions per capita (Kilograms of carbon dioxide),2
462,Maldives,2010,Emissions per capita (Kilograms of carbon dioxide),2.7
462,Maldives,2015,Emissions per capita (Kilograms of carbon dioxide),3
462,Maldives,2019,Emissions per capita (Kilograms of carbon dioxide),4.1
462,Maldives,2020,Emissions per capita (Kilograms of carbon dioxide),3.4
462,Maldives,2021,Emissions per capita (Kilograms of carbon dioxide),3.9
466,Mali,1975,Emissions (thousand metric tons of carbon dioxide),323
466,Mali,1985,Emissions (thousand metric tons of carbon dioxide),404
466,Mali,2005,Emissions (thousand metric tons of carbon dioxide),"1,503"
466,Mali,2010,Emissions (thousand metric tons of carbon dioxide),"2,155"
466,Mali,2015,Emissions (thousand metric tons of carbon dioxide),"3,246"
466,Mali,2019,Emissions (thousand metric tons of carbon dioxide),"5,368"
466,Mali,2020,Emissions (thousand metric tons of carbon dioxide),"5,931"
466,Mali,2021,Emissions (thousand metric tons of carbon dioxide),"6,329"
466,Mali,1975,Emissions per capita (Kilograms of carbon dioxide),0
466,Mali,1985,Emissions per capita (Kilograms of carbon dioxide),0.1
466,Mali,2005,Emissions per capita (Kilograms of carbon dioxide),0.1
466,Mali,2010,Emissions per capita (Kilograms of carbon dioxide),0.1
466,Mali,2015,Emissions per capita (Kilograms of carbon dioxide),0.2
466,Mali,2019,Emissions per capita (Kilograms of carbon dioxide),0.3
466,Mali,2020,Emissions per capita (Kilograms of carbon dioxide),0.3
466,Mali,2021,Emissions per capita (Kilograms of carbon dioxide),0.3
470,Malta,1975,Emissions (thousand metric tons of carbon dioxide),676
470,Malta,1985,Emissions (thousand metric tons of carbon dioxide),"1,234"
470,Malta,2005,Emissions (thousand metric tons of carbon dioxide),"2,753"
470,Malta,2010,Emissions (thousand metric tons of carbon dioxide),"2,613"
470,Malta,2015,Emissions (thousand metric tons of carbon dioxide),"1,650"
470,Malta,2019,Emissions (thousand metric tons of carbon dioxide),"1,664"
470,Malta,2020,Emissions (thousand metric tons of carbon dioxide),"1,615"
470,Malta,2021,Emissions (thousand metric tons of carbon dioxide),"1,623"
470,Malta,1975,Emissions per capita (Kilograms of carbon dioxide),2.2
470,Malta,1985,Emissions per capita (Kilograms of carbon dioxide),3.5
470,Malta,2005,Emissions per capita (Kilograms of carbon dioxide),6.7
470,Malta,2010,Emissions per capita (Kilograms of carbon dioxide),6.2
470,Malta,2015,Emissions per capita (Kilograms of carbon dioxide),3.6
470,Malta,2019,Emissions per capita (Kilograms of carbon dioxide),3.3
470,Malta,2020,Emissions per capita (Kilograms of carbon dioxide),3.1
470,Malta,2021,Emissions per capita (Kilograms of carbon dioxide),3.1
584,Marshall Islands,2005,Emissions (thousand metric tons of carbon dioxide),117
584,Marshall Islands,2010,Emissions (thousand metric tons of carbon dioxide),140
584,Marshall Islands,2015,Emissions (thousand metric tons of carbon dioxide),147
584,Marshall Islands,2019,Emissions (thousand metric tons of carbon dioxide),152
584,Marshall Islands,2020,Emissions (thousand metric tons of carbon dioxide),150
584,Marshall Islands,2021,Emissions (thousand metric tons of carbon dioxide),150
584,Marshall Islands,2005,Emissions per capita (Kilograms of carbon dioxide),2.2
584,Marshall Islands,2010,Emissions per capita (Kilograms of carbon dioxide),2.6
584,Marshall Islands,2015,Emissions per capita (Kilograms of carbon dioxide),3
584,Marshall Islands,2019,Emissions per capita (Kilograms of carbon dioxide),3.4
584,Marshall Islands,2020,Emissions per capita (Kilograms of carbon dioxide),3.5
584,Marshall Islands,2021,Emissions per capita (Kilograms of carbon dioxide),3.6
474,Martinique,1975,Emissions (thousand metric tons of carbon dioxide),907
474,Martinique,1985,Emissions (thousand metric tons of carbon dioxide),"1,121"
474,Martinique,2005,Emissions (thousand metric tons of carbon dioxide),"2,165"
474,Martinique,2010,Emissions (thousand metric tons of carbon dioxide),"2,076"
474,Martinique,1975,Emissions per capita (Kilograms of carbon dioxide),2.8
474,Martinique,1985,Emissions per capita (Kilograms of carbon dioxide),3.3
474,Martinique,2005,Emissions per capita (Kilograms of carbon dioxide),5.4
474,Martinique,2010,Emissions per capita (Kilograms of carbon dioxide),5.3
478,Mauritania,1975,Emissions (thousand metric tons of carbon dioxide),521
478,Mauritania,1985,Emissions (thousand metric tons of carbon dioxide),671
478,Mauritania,2005,Emissions (thousand metric tons of carbon dioxide),"1,473"
478,Mauritania,2010,Emissions (thousand metric tons of carbon dioxide),"2,105"
478,Mauritania,2015,Emissions (thousand metric tons of carbon dioxide),"3,006"
478,Mauritania,2019,Emissions (thousand metric tons of carbon dioxide),"4,759"
478,Mauritania,2020,Emissions (thousand metric tons of carbon dioxide),"4,927"
478,Mauritania,2021,Emissions (thousand metric tons of carbon dioxide),"4,637"
478,Mauritania,1975,Emissions per capita (Kilograms of carbon dioxide),0.4
478,Mauritania,1985,Emissions per capita (Kilograms of carbon dioxide),0.4
478,Mauritania,2005,Emissions per capita (Kilograms of carbon dioxide),0.5
478,Mauritania,2010,Emissions per capita (Kilograms of carbon dioxide),0.6
478,Mauritania,2015,Emissions per capita (Kilograms of carbon dioxide),0.8
478,Mauritania,2019,Emissions per capita (Kilograms of carbon dioxide),1.1
478,Mauritania,2020,Emissions per capita (Kilograms of carbon dioxide),1.1
478,Mauritania,2021,Emissions per capita (Kilograms of carbon dioxide),1
480,Mauritius,1975,Emissions (thousand metric tons of carbon dioxide),602
480,Mauritius,1985,Emissions (thousand metric tons of carbon dioxide),712
480,Mauritius,2005,Emissions (thousand metric tons of carbon dioxide),"3,386"
480,Mauritius,2010,Emissions (thousand metric tons of carbon dioxide),"4,026"
480,Mauritius,2015,Emissions (thousand metric tons of carbon dioxide),"4,330"
480,Mauritius,2019,Emissions (thousand metric tons of carbon dioxide),"4,646"
480,Mauritius,2020,Emissions (thousand metric tons of carbon dioxide),"3,906"
480,Mauritius,2021,Emissions (thousand metric tons of carbon dioxide),"4,079"
480,Mauritius,1975,Emissions per capita (Kilograms of carbon dioxide),0.7
480,Mauritius,1985,Emissions per capita (Kilograms of carbon dioxide),0.7
480,Mauritius,2005,Emissions per capita (Kilograms of carbon dioxide),2.7
480,Mauritius,2010,Emissions per capita (Kilograms of carbon dioxide),3.1
480,Mauritius,2015,Emissions per capita (Kilograms of carbon dioxide),3.3
480,Mauritius,2019,Emissions per capita (Kilograms of carbon dioxide),3.6
480,Mauritius,2020,Emissions per capita (Kilograms of carbon dioxide),3
480,Mauritius,2021,Emissions per capita (Kilograms of carbon dioxide),3.1
175,Mayotte,2005,Emissions (thousand metric tons of carbon dioxide),204
175,Mayotte,2010,Emissions (thousand metric tons of carbon dioxide),283
175,Mayotte,2005,Emissions per capita (Kilograms of carbon dioxide),1.1
175,Mayotte,2010,Emissions per capita (Kilograms of carbon dioxide),1.3
484,Mexico,1975,Emissions (thousand metric tons of carbon dioxide),"146,444"
484,Mexico,1985,Emissions (thousand metric tons of carbon dioxide),"267,725"
484,Mexico,2005,Emissions (thousand metric tons of carbon dioxide),"449,194"
484,Mexico,2010,Emissions (thousand metric tons of carbon dioxide),"443,345"
484,Mexico,2015,Emissions (thousand metric tons of carbon dioxide),"453,973"
484,Mexico,2019,Emissions (thousand metric tons of carbon dioxide),"445,095"
484,Mexico,2020,Emissions (thousand metric tons of carbon dioxide),"402,798"
484,Mexico,2021,Emissions (thousand metric tons of carbon dioxide),"421,704"
484,Mexico,1975,Emissions per capita (Kilograms of carbon dioxide),2.4
484,Mexico,1985,Emissions per capita (Kilograms of carbon dioxide),3.5
484,Mexico,2005,Emissions per capita (Kilograms of carbon dioxide),4.3
484,Mexico,2010,Emissions per capita (Kilograms of carbon dioxide),3.9
484,Mexico,2015,Emissions per capita (Kilograms of carbon dioxide),3.8
484,Mexico,2019,Emissions per capita (Kilograms of carbon dioxide),3.6
484,Mexico,2020,Emissions per capita (Kilograms of carbon dioxide),3.2
484,Mexico,2021,Emissions per capita (Kilograms of carbon dioxide),3.3
583,Micronesia (Fed. States of),2005,Emissions (thousand metric tons of carbon dioxide),116
583,Micronesia (Fed. States of),2010,Emissions (thousand metric tons of carbon dioxide),104
583,Micronesia (Fed. States of),2015,Emissions (thousand metric tons of carbon dioxide),145
583,Micronesia (Fed. States of),2019,Emissions (thousand metric tons of carbon dioxide),147
583,Micronesia (Fed. States of),2020,Emissions (thousand metric tons of carbon dioxide),146
583,Micronesia (Fed. States of),2021,Emissions (thousand metric tons of carbon dioxide),144
583,Micronesia (Fed. States of),2005,Emissions per capita (Kilograms of carbon dioxide),1
583,Micronesia (Fed. States of),2010,Emissions per capita (Kilograms of carbon dioxide),1
583,Micronesia (Fed. States of),2015,Emissions per capita (Kilograms of carbon dioxide),1.3
583,Micronesia (Fed. States of),2019,Emissions per capita (Kilograms of carbon dioxide),1.3
583,Micronesia (Fed. States of),2020,Emissions per capita (Kilograms of carbon dioxide),1.3
583,Micronesia (Fed. States of),2021,Emissions per capita (Kilograms of carbon dioxide),1.3
496,Mongolia,1975,Emissions (thousand metric tons of carbon dioxide),"4,064"
496,Mongolia,1985,Emissions (thousand metric tons of carbon dioxide),"9,125"
496,Mongolia,2005,Emissions (thousand metric tons of carbon dioxide),"8,777"
496,Mongolia,2010,Emissions (thousand metric tons of carbon dioxide),"14,159"
496,Mongolia,2015,Emissions (thousand metric tons of carbon dioxide),"24,020"
496,Mongolia,2019,Emissions (thousand metric tons of carbon dioxide),"48,758"
496,Mongolia,2020,Emissions (thousand metric tons of carbon dioxide),"38,082"
496,Mongolia,2021,Emissions (thousand metric tons of carbon dioxide),"43,026"
496,Mongolia,1975,Emissions per capita (Kilograms of carbon dioxide),2.7
496,Mongolia,1985,Emissions per capita (Kilograms of carbon dioxide),4.7
496,Mongolia,2005,Emissions per capita (Kilograms of carbon dioxide),3.4
496,Mongolia,2010,Emissions per capita (Kilograms of carbon dioxide),5.2
496,Mongolia,2015,Emissions per capita (Kilograms of carbon dioxide),8.1
496,Mongolia,2019,Emissions per capita (Kilograms of carbon dioxide),15.1
496,Mongolia,2020,Emissions per capita (Kilograms of carbon dioxide),11.6
496,Mongolia,2021,Emissions per capita (Kilograms of carbon dioxide),12.9
499,Montenegro,2005,Emissions (thousand metric tons of carbon dioxide),"1,960"
499,Montenegro,2010,Emissions (thousand metric tons of carbon dioxide),"2,513"
499,Montenegro,2015,Emissions (thousand metric tons of carbon dioxide),"2,326"
499,Montenegro,2019,Emissions (thousand metric tons of carbon dioxide),"2,572"
499,Montenegro,2020,Emissions (thousand metric tons of carbon dioxide),"2,496"
499,Montenegro,2021,Emissions (thousand metric tons of carbon dioxide),"2,502"
499,Montenegro,2005,Emissions per capita (Kilograms of carbon dioxide),3.1
499,Montenegro,2010,Emissions per capita (Kilograms of carbon dioxide),4
499,Montenegro,2015,Emissions per capita (Kilograms of carbon dioxide),3.7
499,Montenegro,2019,Emissions per capita (Kilograms of carbon dioxide),4.1
499,Montenegro,2020,Emissions per capita (Kilograms of carbon dioxide),4
499,Montenegro,2021,Emissions per capita (Kilograms of carbon dioxide),4
500,Montserrat,1975,Emissions (thousand metric tons of carbon dioxide),13
500,Montserrat,1985,Emissions (thousand metric tons of carbon dioxide),25
500,Montserrat,2005,Emissions (thousand metric tons of carbon dioxide),41
500,Montserrat,2010,Emissions (thousand metric tons of carbon dioxide),59
500,Montserrat,2015,Emissions (thousand metric tons of carbon dioxide),53
500,Montserrat,2019,Emissions (thousand metric tons of carbon dioxide),25
500,Montserrat,2020,Emissions (thousand metric tons of carbon dioxide),24
500,Montserrat,2021,Emissions (thousand metric tons of carbon dioxide),25
500,Montserrat,1975,Emissions per capita (Kilograms of carbon dioxide),1.1
500,Montserrat,1985,Emissions per capita (Kilograms of carbon dioxide),2.2
500,Montserrat,2005,Emissions per capita (Kilograms of carbon dioxide),8.7
500,Montserrat,2010,Emissions per capita (Kilograms of carbon dioxide),11.9
500,Montserrat,2015,Emissions per capita (Kilograms of carbon dioxide),10.5
500,Montserrat,2019,Emissions per capita (Kilograms of carbon dioxide),5.5
500,Montserrat,2020,Emissions per capita (Kilograms of carbon dioxide),5.4
500,Montserrat,2021,Emissions per capita (Kilograms of carbon dioxide),5.7
504,Morocco,1975,Emissions (thousand metric tons of carbon dioxide),"10,043"
504,Morocco,1985,Emissions (thousand metric tons of carbon dioxide),"15,906"
504,Morocco,2005,Emissions (thousand metric tons of carbon dioxide),"41,077"
504,Morocco,2010,Emissions (thousand metric tons of carbon dioxide),"50,013"
504,Morocco,2015,Emissions (thousand metric tons of carbon dioxide),"54,547"
504,Morocco,2019,Emissions (thousand metric tons of carbon dioxide),"65,635"
504,Morocco,2020,Emissions (thousand metric tons of carbon dioxide),"61,822"
504,Morocco,2021,Emissions (thousand metric tons of carbon dioxide),"67,051"
504,Morocco,1975,Emissions per capita (Kilograms of carbon dioxide),0.6
504,Morocco,1985,Emissions per capita (Kilograms of carbon dioxide),0.7
504,Morocco,2005,Emissions per capita (Kilograms of carbon dioxide),1.3
504,Morocco,2010,Emissions per capita (Kilograms of carbon dioxide),1.5
504,Morocco,2015,Emissions per capita (Kilograms of carbon dioxide),1.6
504,Morocco,2019,Emissions per capita (Kilograms of carbon dioxide),1.8
504,Morocco,2020,Emissions per capita (Kilograms of carbon dioxide),1.7
504,Morocco,2021,Emissions per capita (Kilograms of carbon dioxide),1.8
508,Mozambique,1975,Emissions (thousand metric tons of carbon dioxide),"2,650"
508,Mozambique,1985,Emissions (thousand metric tons of carbon dioxide),"1,048"
508,Mozambique,2005,Emissions (thousand metric tons of carbon dioxide),"1,619"
508,Mozambique,2010,Emissions (thousand metric tons of carbon dioxide),"2,358"
508,Mozambique,2015,Emissions (thousand metric tons of carbon dioxide),"6,277"
508,Mozambique,2019,Emissions (thousand metric tons of carbon dioxide),"6,220"
508,Mozambique,2020,Emissions (thousand metric tons of carbon dioxide),"5,436"
508,Mozambique,2021,Emissions (thousand metric tons of carbon dioxide),"6,885"
508,Mozambique,1975,Emissions per capita (Kilograms of carbon dioxide),0.2
508,Mozambique,1985,Emissions per capita (Kilograms of carbon dioxide),0.1
508,Mozambique,2005,Emissions per capita (Kilograms of carbon dioxide),0.1
508,Mozambique,2010,Emissions per capita (Kilograms of carbon dioxide),0.1
508,Mozambique,2015,Emissions per capita (Kilograms of carbon dioxide),0.2
508,Mozambique,2019,Emissions per capita (Kilograms of carbon dioxide),0.2
508,Mozambique,2020,Emissions per capita (Kilograms of carbon dioxide),0.2
508,Mozambique,2021,Emissions per capita (Kilograms of carbon dioxide),0.2
104,Myanmar,1975,Emissions (thousand metric tons of carbon dioxide),"4,189"
104,Myanmar,1985,Emissions (thousand metric tons of carbon dioxide),"6,494"
104,Myanmar,2005,Emissions (thousand metric tons of carbon dioxide),"11,219"
104,Myanmar,2010,Emissions (thousand metric tons of carbon dioxide),"12,922"
104,Myanmar,2015,Emissions (thousand metric tons of carbon dioxide),"21,638"
104,Myanmar,2019,Emissions (thousand metric tons of carbon dioxide),"32,183"
104,Myanmar,2020,Emissions (thousand metric tons of carbon dioxide),"32,948"
104,Myanmar,2021,Emissions (thousand metric tons of carbon dioxide),"27,675"
104,Myanmar,1975,Emissions per capita (Kilograms of carbon dioxide),0.1
104,Myanmar,1985,Emissions per capita (Kilograms of carbon dioxide),0.2
104,Myanmar,2005,Emissions per capita (Kilograms of carbon dioxide),0.2
104,Myanmar,2010,Emissions per capita (Kilograms of carbon dioxide),0.3
104,Myanmar,2015,Emissions per capita (Kilograms of carbon dioxide),0.4
104,Myanmar,2019,Emissions per capita (Kilograms of carbon dioxide),0.6
104,Myanmar,2020,Emissions per capita (Kilograms of carbon dioxide),0.6
104,Myanmar,2021,Emissions per capita (Kilograms of carbon dioxide),0.5
516,Namibia,2005,Emissions (thousand metric tons of carbon dioxide),"2,572"
516,Namibia,2010,Emissions (thousand metric tons of carbon dioxide),"2,841"
516,Namibia,2015,Emissions (thousand metric tons of carbon dioxide),"3,704"
516,Namibia,2019,Emissions (thousand metric tons of carbon dioxide),"3,811"
516,Namibia,2020,Emissions (thousand metric tons of carbon dioxide),"3,455"
516,Namibia,2021,Emissions (thousand metric tons of carbon dioxide),"3,484"
516,Namibia,2005,Emissions per capita (Kilograms of carbon dioxide),1.3
516,Namibia,2010,Emissions per capita (Kilograms of carbon dioxide),1.4
516,Namibia,2015,Emissions per capita (Kilograms of carbon dioxide),1.6
516,Namibia,2019,Emissions per capita (Kilograms of carbon dioxide),1.6
516,Namibia,2020,Emissions per capita (Kilograms of carbon dioxide),1.4
516,Namibia,2021,Emissions per capita (Kilograms of carbon dioxide),1.4
520,Nauru,1975,Emissions (thousand metric tons of carbon dioxide),106
520,Nauru,1985,Emissions (thousand metric tons of carbon dioxide),128
520,Nauru,2005,Emissions (thousand metric tons of carbon dioxide),64
520,Nauru,2010,Emissions (thousand metric tons of carbon dioxide),44
520,Nauru,2015,Emissions (thousand metric tons of carbon dioxide),56
520,Nauru,2019,Emissions (thousand metric tons of carbon dioxide),54
520,Nauru,2020,Emissions (thousand metric tons of carbon dioxide),55
520,Nauru,2021,Emissions (thousand metric tons of carbon dioxide),58
520,Nauru,1975,Emissions per capita (Kilograms of carbon dioxide),15
520,Nauru,1985,Emissions per capita (Kilograms of carbon dioxide),15.7
520,Nauru,2005,Emissions per capita (Kilograms of carbon dioxide),6.2
520,Nauru,2010,Emissions per capita (Kilograms of carbon dioxide),4.3
520,Nauru,2015,Emissions per capita (Kilograms of carbon dioxide),5
520,Nauru,2019,Emissions per capita (Kilograms of carbon dioxide),4.5
520,Nauru,2020,Emissions per capita (Kilograms of carbon dioxide),4.4
520,Nauru,2021,Emissions per capita (Kilograms of carbon dioxide),4.6
524,Nepal,1975,Emissions (thousand metric tons of carbon dioxide),345
524,Nepal,1985,Emissions (thousand metric tons of carbon dioxide),659
524,Nepal,2005,Emissions (thousand metric tons of carbon dioxide),"2,956"
524,Nepal,2010,Emissions (thousand metric tons of carbon dioxide),"4,426"
524,Nepal,2015,Emissions (thousand metric tons of carbon dioxide),"5,573"
524,Nepal,2019,Emissions (thousand metric tons of carbon dioxide),"9,241"
524,Nepal,2020,Emissions (thousand metric tons of carbon dioxide),"12,853"
524,Nepal,2021,Emissions (thousand metric tons of carbon dioxide),"12,631"
524,Nepal,1975,Emissions per capita (Kilograms of carbon dioxide),0
524,Nepal,1985,Emissions per capita (Kilograms of carbon dioxide),0
524,Nepal,2005,Emissions per capita (Kilograms of carbon dioxide),0.1
524,Nepal,2010,Emissions per capita (Kilograms of carbon dioxide),0.2
524,Nepal,2015,Emissions per capita (Kilograms of carbon dioxide),0.2
524,Nepal,2019,Emissions per capita (Kilograms of carbon dioxide),0.3
524,Nepal,2020,Emissions per capita (Kilograms of carbon dioxide),0.4
524,Nepal,2021,Emissions per capita (Kilograms of carbon dioxide),0.4
528,Netherlands (Kingdom of the),1975,Emissions (thousand metric tons of carbon dioxide),"152,834"
528,Netherlands (Kingdom of the),1985,Emissions (thousand metric tons of carbon dioxide),"138,840"
528,Netherlands (Kingdom of the),2005,Emissions (thousand metric tons of carbon dioxide),"164,670"
528,Netherlands (Kingdom of the),2010,Emissions (thousand metric tons of carbon dioxide),"169,806"
528,Netherlands (Kingdom of the),2015,Emissions (thousand metric tons of carbon dioxide),"151,694"
528,Netherlands (Kingdom of the),2019,Emissions (thousand metric tons of carbon dioxide),"143,548"
528,Netherlands (Kingdom of the),2020,Emissions (thousand metric tons of carbon dioxide),"127,104"
528,Netherlands (Kingdom of the),2021,Emissions (thousand metric tons of carbon dioxide),"132,736"
528,Netherlands (Kingdom of the),1975,Emissions per capita (Kilograms of carbon dioxide),11.2
528,Netherlands (Kingdom of the),1985,Emissions per capita (Kilograms of carbon dioxide),9.6
528,Netherlands (Kingdom of the),2005,Emissions per capita (Kilograms of carbon dioxide),10.1
528,Netherlands (Kingdom of the),2010,Emissions per capita (Kilograms of carbon dioxide),10.2
528,Netherlands (Kingdom of the),2015,Emissions per capita (Kilograms of carbon dioxide),8.9
528,Netherlands (Kingdom of the),2019,Emissions per capita (Kilograms of carbon dioxide),8.3
528,Netherlands (Kingdom of the),2020,Emissions per capita (Kilograms of carbon dioxide),7.3
528,Netherlands (Kingdom of the),2021,Emissions per capita (Kilograms of carbon dioxide),7.6
530,Netherlands Antilles [former],2005,Emissions (thousand metric tons of carbon dioxide),"5,456"
530,Netherlands Antilles [former],2010,Emissions (thousand metric tons of carbon dioxide),"4,509"
530,Netherlands Antilles [former],2005,Emissions per capita (Kilograms of carbon dioxide),27.9
530,Netherlands Antilles [former],2010,Emissions per capita (Kilograms of carbon dioxide),21.2
540,New Caledonia,1975,Emissions (thousand metric tons of carbon dioxide),"2,519"
540,New Caledonia,1985,Emissions (thousand metric tons of carbon dioxide),"1,404"
540,New Caledonia,2005,Emissions (thousand metric tons of carbon dioxide),"2,834"
540,New Caledonia,2010,Emissions (thousand metric tons of carbon dioxide),"3,262"
540,New Caledonia,2015,Emissions (thousand metric tons of carbon dioxide),"4,372"
540,New Caledonia,2019,Emissions (thousand metric tons of carbon dioxide),"4,995"
540,New Caledonia,2020,Emissions (thousand metric tons of carbon dioxide),"4,535"
540,New Caledonia,2021,Emissions (thousand metric tons of carbon dioxide),"3,989"
540,New Caledonia,1975,Emissions per capita (Kilograms of carbon dioxide),19.6
540,New Caledonia,1985,Emissions per capita (Kilograms of carbon dioxide),9.1
540,New Caledonia,2005,Emissions per capita (Kilograms of carbon dioxide),11.7
540,New Caledonia,2010,Emissions per capita (Kilograms of carbon dioxide),12.5
540,New Caledonia,2015,Emissions per capita (Kilograms of carbon dioxide),15.4
540,New Caledonia,2019,Emissions per capita (Kilograms of carbon dioxide),17.5
540,New Caledonia,2020,Emissions per capita (Kilograms of carbon dioxide),15.8
540,New Caledonia,2021,Emissions per capita (Kilograms of carbon dioxide),13.9
554,New Zealand,1975,Emissions (thousand metric tons of carbon dioxide),"18,022"
554,New Zealand,1985,Emissions (thousand metric tons of carbon dioxide),"21,761"
554,New Zealand,2005,Emissions (thousand metric tons of carbon dioxide),"33,531"
554,New Zealand,2010,Emissions (thousand metric tons of carbon dioxide),"30,422"
554,New Zealand,2015,Emissions (thousand metric tons of carbon dioxide),"32,280"
554,New Zealand,2019,Emissions (thousand metric tons of carbon dioxide),"32,174"
554,New Zealand,2020,Emissions (thousand metric tons of carbon dioxide),"31,014"
